time,ghi,dni,dhi,temp_c,wind_ms,pressure_pa
20110611:2300,0.0,0.0,0.0,18.37,0.62,98810.0
20110612:0000,0.0,0.0,0.0,17.65,0.76,98800.0
20110612:0100,0.0,0.0,0.0,17.21,0.9,98750.0
20110612:0200,0.0,0.0,0.0,16.86,0.83,98730.0
20110612:0300,0.0,0.0,0.0,16.52,0.83,98730.0
20110612:0400,0.0,0.0,0.0,16.28,0.83,98720.0
20110612:0500,31.0,97.09,24.0,15.79,0.97,98730.0
20110612:0600,179.0,311.18,98.0,16.89,0.62,98750.0
20110612:0700,383.0,565.69,130.0,19.19,0.62,98800.0
20110612:0800,565.0,636.91,170.0,21.19,0.34,98830.0
20110612:0900,741.0,738.91,174.0,23.51,0.69,98830.0
20110612:1000,866.0,764.78,194.0,25.72,1.59,98810.0
20110612:1100,966.0,836.65,174.0,27.43,2.62,98790.0
20110612:1200,995.0,854.59,169.0,28.25,3.52,98750.0
20110612:1300,949.0,821.72,179.0,28.44,4.07,98690.0
20110612:1400,848.0,771.91,184.0,28.19,4.28,98680.0
20110612:1500,717.0,748.78,162.0,27.67,4.28,98650.0
20110612:1600,551.0,703.88,137.0,26.91,4.07,98620.0
20110612:1700,338.0,507.85,129.0,26.0,3.45,98590.0
20110612:1800,148.0,291.04,83.0,24.92,2.97,98570.0
20110612:1900,8.0,0.0,8.0,23.18,2.28,98600.0
20110612:2000,0.0,0.0,0.0,22.12,1.59,98640.0
20110612:2100,0.0,0.0,0.0,21.35,1.38,98710.0
20110612:2200,0.0,0.0,0.0,20.64,1.24,98730.0
20110612:2300,0.0,0.0,0.0,19.93,1.03,98710.0
20110613:0000,0.0,0.0,0.0,19.03,0.76,98660.0
20110613:0100,0.0,0.0,0.0,18.67,0.34,98610.0
20110613:0200,0.0,0.0,0.0,18.25,0.34,98570.0
20110613:0300,0.0,0.0,0.0,17.68,0.55,98500.0
20110613:0400,0.0,0.0,0.0,16.78,0.97,98480.0
20110613:0500,33.0,124.75,24.0,16.31,1.1,98480.0
20110613:0600,198.0,438.05,84.0,17.61,0.69,98530.0
20110613:0700,391.0,599.38,123.0,21.09,0.48,98560.0
20110613:0800,586.0,709.61,146.0,23.86,0.76,98580.0
20110613:0900,752.0,766.36,164.0,26.3,1.52,98580.0
20110613:1000,869.0,768.19,194.0,28.16,2.14,98540.0
20110613:1100,970.0,841.82,173.0,29.55,2.69,98520.0
20110613:1200,999.0,858.48,169.0,30.48,3.31,98470.0
20110613:1300,953.0,826.65,178.0,30.97,3.79,98410.0
20110613:1400,861.0,800.37,172.0,31.1,4.34,98370.0
20110613:1500,717.0,743.9,165.0,30.68,4.55,98330.0
20110613:1600,531.0,624.61,163.0,30.12,4.55,98330.0
20110613:1700,347.0,542.81,123.0,29.38,4.21,98290.0
20110613:1800,151.0,307.26,82.0,28.05,3.79,98290.0
20110613:1900,8.0,0.0,8.0,25.62,2.41,98360.0
20110613:2000,0.0,0.0,0.0,24.21,1.45,98400.0
20110613:2100,0.0,0.0,0.0,23.11,1.38,98470.0
20110613:2200,0.0,0.0,0.0,22.09,1.24,98520.0
20110613:2300,0.0,0.0,0.0,21.3,0.97,98520.0
20110614:0000,0.0,0.0,0.0,20.64,0.83,98520.0
20110614:0100,0.0,0.0,0.0,19.95,0.83,98480.0
20110614:0200,0.0,0.0,0.0,19.3,1.17,98470.0
20110614:0300,0.0,0.0,0.0,18.93,1.59,98450.0
20110614:0400,0.0,0.0,0.0,18.74,1.86,98490.0
20110614:0500,25.0,41.6,22.0,18.5,2.0,98530.0
20110614:0600,142.0,130.71,108.0,19.38,1.72,98600.0
20110614:0700,306.0,248.35,195.0,21.65,2.14,98650.0
20110614:0800,569.0,645.28,169.0,23.6,2.41,98690.0
20110614:0900,743.0,732.6,181.0,25.42,2.69,98720.0
20110614:1000,882.0,800.09,179.0,26.93,3.17,98730.0
20110614:1100,957.0,809.0,191.0,27.96,3.66,98730.0
20110614:1200,992.0,839.65,180.0,28.56,4.07,98700.0
20110614:1300,952.0,818.81,184.0,28.78,4.14,98690.0
20110614:1400,865.0,804.45,172.0,28.71,3.93,98640.0
20110614:1500,725.0,759.27,161.0,28.48,4.0,98610.0
20110614:1600,553.0,696.48,142.0,27.98,4.0,98610.0
20110614:1700,351.0,560.73,119.0,26.96,3.72,98570.0
20110614:1800,159.0,358.82,78.0,25.59,2.97,98590.0
20110614:1900,9.0,0.0,9.0,23.34,2.07,98640.0
20110614:2000,0.0,0.0,0.0,22.35,1.66,98690.0
20110614:2100,0.0,0.0,0.0,21.69,1.45,98740.0
20110614:2200,0.0,0.0,0.0,21.14,1.03,98760.0
20110614:2300,0.0,0.0,0.0,20.57,0.55,98770.0
20110615:0000,0.0,0.0,0.0,20.11,0.41,98730.0
20110615:0100,0.0,0.0,0.0,19.64,0.55,98710.0
20110615:0200,0.0,0.0,0.0,19.02,0.69,98660.0
20110615:0300,0.0,0.0,0.0,18.51,0.76,98640.0
20110615:0400,0.0,0.0,0.0,18.06,0.83,98620.0
20110615:0500,33.0,125.02,24.0,17.63,0.9,98640.0
20110615:0600,199.0,442.46,84.0,18.71,0.48,98690.0
20110615:0700,390.0,595.46,124.0,21.45,0.48,98770.0
20110615:0800,588.0,713.3,146.0,23.5,1.03,98800.0
20110615:0900,754.0,769.28,164.0,25.53,1.59,98800.0
20110615:1000,886.0,810.41,174.0,27.18,2.34,98810.0
20110615:1100,973.0,844.86,173.0,28.34,2.97,98790.0
20110615:1200,1002.0,862.2,168.0,29.06,3.45,98770.0
20110615:1300,962.0,840.84,173.0,29.4,3.79,98700.0
20110615:1400,870.0,815.51,167.0,29.42,3.86,98680.0
20110615:1500,729.0,769.26,157.0,29.08,3.79,98640.0
20110615:1600,553.0,697.1,141.0,28.49,3.72,98630.0
20110615:1700,354.0,568.98,118.0,27.65,3.59,98580.0
20110615:1800,160.0,357.07,79.0,26.45,3.1,98580.0
20110615:1900,11.0,49.94,9.0,24.44,2.21,98570.0
20110615:2000,0.0,0.0,0.0,23.24,1.72,98630.0
20110615:2100,0.0,0.0,0.0,22.29,1.59,98670.0
20110615:2200,0.0,0.0,0.0,21.51,1.17,98680.0
20110615:2300,0.0,0.0,0.0,20.82,0.76,98660.0
20110616:0000,0.0,0.0,0.0,20.29,0.34,98640.0
20110616:0100,0.0,0.0,0.0,19.75,0.14,98610.0
20110616:0200,0.0,0.0,0.0,19.32,0.34,98560.0
20110616:0300,0.0,0.0,0.0,18.79,0.55,98520.0
20110616:0400,0.0,0.0,0.0,18.05,0.83,98520.0
20110616:0500,31.0,97.51,24.0,17.47,1.03,98520.0
20110616:0600,196.0,431.37,84.0,18.65,0.69,98540.0
20110616:0700,388.0,591.39,124.0,21.43,0.9,98560.0
20110616:0800,582.0,700.72,148.0,23.96,1.1,98580.0
20110616:0900,747.0,755.15,168.0,26.49,1.45,98580.0
20110616:1000,883.0,807.1,174.0,28.75,1.93,98560.0
20110616:1100,959.0,818.44,184.0,30.56,2.69,98520.0
20110616:1200,983.0,824.82,185.0,31.64,3.52,98480.0
20110616:1300,938.0,786.18,200.0,32.03,4.14,98420.0
20110616:1400,854.0,776.74,184.0,31.94,4.48,98380.0
20110616:1500,712.0,718.81,177.0,31.43,4.55,98360.0
20110616:1600,546.0,674.12,147.0,30.91,4.62,98320.0
20110616:1700,344.0,514.73,130.0,29.96,4.48,98270.0
20110616:1800,162.0,368.59,78.0,28.77,3.93,98240.0
20110616:1900,10.0,24.31,9.0,26.48,2.34,98270.0
20110616:2000,0.0,0.0,0.0,24.91,1.72,98310.0
20110616:2100,0.0,0.0,0.0,23.56,1.86,98370.0
20110616:2200,0.0,0.0,0.0,22.45,1.59,98420.0
20110616:2300,0.0,0.0,0.0,21.64,1.1,98430.0
20110617:0000,0.0,0.0,0.0,21.03,0.76,98430.0
20110617:0100,0.0,0.0,0.0,20.61,0.48,98380.0
20110617:0200,0.0,0.0,0.0,20.13,0.48,98350.0
20110617:0300,0.0,0.0,0.0,19.52,0.69,98310.0
20110617:0400,0.0,0.0,0.0,19.08,0.76,98290.0
20110617:0500,23.0,27.97,21.0,18.78,0.83,98290.0
20110617:0600,138.0,115.7,108.0,19.83,0.62,98310.0
20110617:0700,352.0,421.48,164.0,22.15,0.62,98330.0
20110617:0800,585.0,709.17,146.0,24.59,0.76,98360.0
20110617:0900,747.0,755.42,168.0,26.84,1.38,98360.0
20110617:1000,883.0,807.24,174.0,28.7,2.41,98350.0
20110617:1100,964.0,830.06,178.0,29.92,3.17,98340.0
20110617:1200,994.0,847.43,174.0,30.61,3.59,98330.0
20110617:1300,959.0,838.09,172.0,30.83,3.79,98260.0
20110617:1400,868.0,812.19,167.0,30.61,4.0,98210.0
20110617:1500,728.0,765.14,158.0,30.35,4.0,98140.0
20110617:1600,559.0,712.0,137.0,29.82,3.79,98090.0
20110617:1700,357.0,573.6,118.0,29.21,3.52,98020.0
20110617:1800,163.0,371.37,78.0,28.28,3.45,97990.0
20110617:1900,14.0,71.2,11.0,26.09,3.03,97990.0
20110617:2000,0.0,0.0,0.0,24.66,2.34,98020.0
20110617:2100,0.0,0.0,0.0,23.77,1.86,98080.0
20110617:2200,0.0,0.0,0.0,23.09,1.31,98110.0
20110617:2300,0.0,0.0,0.0,22.45,0.76,98090.0
20110618:0000,0.0,0.0,0.0,21.65,0.76,98070.0
20110618:0100,0.0,0.0,0.0,20.87,1.17,98040.0
20110618:0200,0.0,0.0,0.0,20.34,1.52,98000.0
20110618:0300,0.0,0.0,0.0,19.86,1.72,97970.0
20110618:0400,0.0,0.0,0.0,19.46,1.93,97950.0
20110618:0500,34.0,154.61,23.0,19.21,2.0,97980.0
20110618:0600,204.0,471.27,82.0,20.48,1.59,98060.0
20110618:0700,351.0,410.67,168.0,24.95,1.72,98130.0
20110618:0800,491.0,383.1,254.0,28.35,2.69,98180.0
20110618:0900,753.0,763.55,168.0,30.36,2.55,98200.0
20110618:1000,889.0,815.39,173.0,31.87,1.66,98200.0
20110618:1100,977.0,849.11,173.0,33.1,1.31,98220.0
20110618:1200,1007.0,867.98,167.0,34.02,2.21,98190.0
20110618:1300,962.0,835.69,177.0,34.28,3.38,98150.0
20110618:1400,871.0,809.43,172.0,33.95,4.28,98120.0
20110618:1500,731.0,764.49,161.0,33.41,4.34,98070.0
20110618:1600,565.0,722.88,136.0,32.95,4.28,98060.0
20110618:1700,359.0,577.2,118.0,32.38,3.59,98050.0
20110618:1800,175.0,443.86,73.0,30.93,2.34,98070.0
20110618:1900,14.0,69.67,11.0,27.52,2.48,98170.0
20110618:2000,0.0,0.0,0.0,25.25,2.76,98240.0
20110618:2100,0.0,0.0,0.0,23.65,2.48,98360.0
20110618:2200,0.0,0.0,0.0,22.6,2.14,98430.0
20110618:2300,0.0,0.0,0.0,21.93,2.48,98500.0
20110619:0000,0.0,0.0,0.0,21.53,2.83,98520.0
20110619:0100,0.0,0.0,0.0,21.73,3.1,98530.0
20110619:0200,0.0,0.0,0.0,21.57,3.24,98530.0
20110619:0300,0.0,0.0,0.0,21.28,3.24,98550.0
20110619:0400,0.0,0.0,0.0,20.98,3.24,98560.0
20110619:0500,17.0,14.14,16.0,20.72,3.17,98600.0
20110619:0600,94.0,19.35,89.0,21.43,3.93,98670.0
20110619:0700,185.0,26.96,173.0,22.49,4.21,98720.0
20110619:0800,397.0,173.08,290.0,23.86,4.62,98760.0
20110619:0900,453.0,110.99,368.0,24.78,4.55,98790.0
20110619:1000,749.0,462.48,343.0,25.87,4.41,98810.0
20110619:1100,881.0,617.87,296.0,26.97,4.34,98820.0
20110619:1200,935.0,703.62,254.0,27.78,4.55,98800.0
20110619:1300,939.0,795.0,192.0,28.23,4.62,98750.0
20110619:1400,845.0,755.78,192.0,28.28,4.55,98730.0
20110619:1500,713.0,726.36,171.0,28.02,4.34,98720.0
20110619:1600,554.0,696.76,140.0,27.43,4.28,98720.0
20110619:1700,346.0,518.72,129.0,26.42,4.41,98700.0
20110619:1800,148.0,255.79,89.0,25.02,4.28,98700.0
20110619:1900,10.0,22.77,9.0,23.26,3.93,98740.0
20110619:2000,0.0,0.0,0.0,22.17,2.9,98810.0
20110619:2100,0.0,0.0,0.0,21.53,1.93,98880.0
20110619:2200,0.0,0.0,0.0,21.14,1.38,98890.0
20110619:2300,0.0,0.0,0.0,20.89,1.31,98880.0
20110620:0000,0.0,0.0,0.0,20.68,1.31,98840.0
20110620:0100,0.0,0.0,0.0,20.49,0.97,98810.0
20110620:0200,0.0,0.0,0.0,20.1,0.97,98790.0
20110620:0300,0.0,0.0,0.0,19.89,1.1,98750.0
20110620:0400,0.0,0.0,0.0,19.3,1.03,98720.0
20110620:0500,16.0,0.0,16.0,18.77,1.03,98730.0
20110620:0600,195.0,430.5,84.0,19.88,0.9,98770.0
20110620:0700,379.0,566.82,127.0,21.94,1.59,98850.0
20110620:0800,570.0,678.31,151.0,23.67,1.72,98860.0
20110620:0900,734.0,731.64,174.0,25.56,1.86,98850.0
20110620:1000,849.0,728.11,210.0,27.38,2.69,98840.0
20110620:1100,842.0,530.27,340.0,28.68,3.59,98810.0
20110620:1200,947.0,740.76,230.0,29.26,4.21,98800.0
20110620:1300,930.0,776.71,200.0,29.18,4.55,98750.0
20110620:1400,416.0,37.02,384.0,28.56,4.48,98720.0
20110620:1500,703.0,695.02,184.0,28.03,4.0,98680.0
20110620:1600,514.0,548.04,188.0,27.3,3.45,98660.0
20110620:1700,370.0,622.78,109.0,26.67,3.17,98610.0
20110620:1800,173.0,427.75,74.0,25.89,2.69,98630.0
20110620:1900,16.0,67.12,13.0,23.93,2.62,98610.0
20110620:2000,0.0,0.0,0.0,22.83,1.86,98650.0
20110620:2100,0.0,0.0,0.0,22.2,1.31,98720.0
20110620:2200,0.0,0.0,0.0,21.68,1.1,98750.0
20110620:2300,0.0,0.0,0.0,21.14,0.76,98730.0
20110621:0000,0.0,0.0,0.0,20.5,0.48,98720.0
20110621:0100,0.0,0.0,0.0,20.24,0.21,98670.0
20110621:0200,0.0,0.0,0.0,19.78,0.48,98620.0
20110621:0300,0.0,0.0,0.0,18.97,0.76,98570.0
20110621:0400,0.0,0.0,0.0,18.49,0.9,98540.0
20110621:0500,30.0,100.58,23.0,18.31,0.83,98580.0
20110621:0600,191.0,408.21,86.0,19.32,0.34,98610.0
20110621:0700,377.0,551.82,132.0,21.3,0.41,98700.0
20110621:0800,570.0,672.42,155.0,23.6,0.76,98710.0
20110621:0900,737.0,737.28,173.0,25.95,1.31,98710.0
20110621:1000,872.0,789.91,179.0,28.05,2.21,98700.0
20110621:1100,954.0,812.42,185.0,29.47,3.17,98700.0
20110621:1200,990.0,841.98,175.0,30.04,3.86,98690.0
20110621:1300,946.0,810.58,184.0,30.09,4.07,98670.0
20110621:1400,856.0,785.16,177.0,29.86,4.07,98620.0
20110621:1500,716.0,728.0,172.0,29.54,4.0,98570.0
20110621:1600,532.0,609.6,169.0,28.87,3.38,98560.0
20110621:1700,373.0,631.28,108.0,28.2,2.69,98550.0
20110621:1800,175.0,435.04,74.0,27.43,2.55,98520.0
20110621:1900,16.0,88.12,12.0,25.76,2.0,98520.0
20110621:2000,0.0,0.0,0.0,24.52,1.79,98570.0
20110621:2100,0.0,0.0,0.0,23.59,1.38,98630.0
20110621:2200,0.0,0.0,0.0,22.84,1.17,98720.0
20110621:2300,0.0,0.0,0.0,22.06,0.76,98730.0
20110622:0000,0.0,0.0,0.0,21.25,0.69,98660.0
20110622:0100,0.0,0.0,0.0,20.72,0.41,98560.0
20110622:0200,0.0,0.0,0.0,20.18,0.48,98500.0
20110622:0300,0.0,0.0,0.0,19.91,0.48,98480.0
20110622:0400,0.0,0.0,0.0,19.62,0.14,98470.0
20110622:0500,28.0,87.05,22.0,19.44,0.21,98480.0
20110622:0600,185.0,366.43,91.0,19.8,0.34,98520.0
20110622:0700,376.0,550.38,132.0,21.79,0.76,98640.0
20110622:0800,575.0,692.52,148.0,23.56,0.76,98640.0
20110622:0900,744.0,758.67,164.0,25.8,1.17,98640.0
20110622:1000,876.0,800.47,174.0,28.0,1.79,98610.0
20110622:1100,958.0,824.19,178.0,29.86,2.34,98590.0
20110622:1200,995.0,853.34,169.0,31.24,2.9,98580.0
20110622:1300,946.0,810.43,184.0,32.04,3.38,98510.0
20110622:1400,857.0,784.86,178.0,32.09,3.93,98480.0
20110622:1500,494.0,181.89,358.0,31.97,3.86,98390.0
20110622:1600,138.0,0.0,138.0,31.36,3.31,98380.0
20110622:1700,214.0,76.12,182.0,30.55,3.45,98340.0
20110622:1800,96.0,42.95,86.0,29.63,2.9,98340.0
20110622:1900,9.0,0.0,9.0,27.01,2.14,98370.0
20110622:2000,0.0,0.0,0.0,25.42,1.79,98390.0
20110622:2100,0.0,0.0,0.0,24.34,1.52,98450.0
20110622:2200,0.0,0.0,0.0,23.45,1.52,98480.0
20110622:2300,0.0,0.0,0.0,22.74,1.1,98460.0
20110623:0000,0.0,0.0,0.0,22.3,0.41,98430.0
20110623:0100,0.0,0.0,0.0,21.83,0.97,98410.0
20110623:0200,0.0,0.0,0.0,21.19,1.17,98400.0
20110623:0300,0.0,0.0,0.0,20.63,0.9,98370.0
20110623:0400,0.0,0.0,0.0,20.33,0.9,98390.0
20110623:0500,25.0,58.66,21.0,19.86,1.17,98450.0
20110623:0600,146.0,160.29,105.0,20.84,1.1,98510.0
20110623:0700,292.0,221.41,194.0,22.91,1.45,98570.0
20110623:0800,375.0,141.24,288.0,24.74,2.14,98630.0
20110623:0900,593.0,342.94,331.0,26.33,2.55,98650.0
20110623:1000,811.0,622.85,265.0,27.74,3.17,98660.0
20110623:1100,933.0,764.13,210.0,28.74,3.72,98680.0
20110623:1200,969.0,800.68,194.0,29.21,3.93,98650.0
20110623:1300,937.0,792.23,192.0,29.68,3.93,98620.0
20110623:1400,849.0,767.26,185.0,29.71,3.79,98580.0
20110623:1500,709.0,709.75,178.0,29.52,4.07,98550.0
20110623:1600,543.0,655.42,152.0,28.85,4.0,98540.0
20110623:1700,349.0,527.33,127.0,28.11,4.07,98520.0
20110623:1800,168.0,389.9,77.0,26.56,3.79,98550.0
20110623:1900,14.0,42.96,12.0,24.83,3.31,98580.0
20110623:2000,0.0,0.0,0.0,23.69,2.34,98670.0
20110623:2100,0.0,0.0,0.0,23.02,1.79,98750.0
20110623:2200,0.0,0.0,0.0,22.57,1.86,98810.0
20110623:2300,0.0,0.0,0.0,22.25,2.14,98810.0
20110624:0000,0.0,0.0,0.0,22.11,2.0,98830.0
20110624:0100,0.0,0.0,0.0,21.71,1.86,98820.0
20110624:0200,0.0,0.0,0.0,21.57,1.79,98820.0
20110624:0300,0.0,0.0,0.0,21.41,1.86,98810.0
20110624:0400,0.0,0.0,0.0,21.38,2.0,98820.0
20110624:0500,20.0,29.69,18.0,21.29,2.14,98850.0
20110624:0600,142.0,141.2,106.0,21.56,2.41,98910.0
20110624:0700,230.0,81.48,194.0,22.83,3.1,98980.0
20110624:0800,373.0,136.52,289.0,24.09,3.72,99000.0
20110624:0900,395.0,58.94,350.0,25.02,4.28,99050.0
20110624:1000,256.0,0.0,256.0,25.83,4.34,99050.0
20110624:1100,240.0,0.0,240.0,26.38,4.48,99070.0
20110624:1200,576.0,103.32,476.0,27.03,4.62,99070.0
20110624:1300,562.0,106.33,462.0,27.68,4.76,99010.0
20110624:1400,744.0,480.55,328.0,27.93,4.97,98970.0
20110624:1500,669.0,574.46,239.0,27.68,5.1,98940.0
20110624:1600,547.0,668.31,148.0,27.41,5.03,98930.0
20110624:1700,345.0,500.6,134.0,26.64,4.83,98920.0
20110624:1800,162.0,337.75,83.0,25.53,4.55,98940.0
20110624:1900,15.0,42.54,13.0,23.66,3.79,98960.0
20110624:2000,0.0,0.0,0.0,22.44,2.9,98970.0
20110624:2100,0.0,0.0,0.0,21.71,2.34,99070.0
20110624:2200,0.0,0.0,0.0,21.19,2.0,99100.0
20110624:2300,0.0,0.0,0.0,20.74,1.79,99140.0
20110625:0000,0.0,0.0,0.0,20.32,1.79,99140.0
20110625:0100,0.0,0.0,0.0,20.19,1.79,99120.0
20110625:0200,0.0,0.0,0.0,19.83,1.79,99100.0
20110625:0300,0.0,0.0,0.0,19.56,1.79,99080.0
20110625:0400,0.0,0.0,0.0,19.24,1.79,99060.0
20110625:0500,24.0,60.17,20.0,18.94,1.79,99080.0
20110625:0600,156.0,204.65,104.0,19.89,1.66,99130.0
20110625:0700,354.0,444.42,158.0,21.89,2.34,99210.0
20110625:0800,542.0,563.01,196.0,23.63,2.83,99240.0
20110625:0900,743.0,747.21,173.0,25.38,3.17,99260.0
20110625:1000,884.0,811.85,173.0,26.85,3.59,99240.0
20110625:1100,968.0,835.37,178.0,28.07,3.93,99220.0
20110625:1200,994.0,842.13,179.0,28.92,4.21,99200.0
20110625:1300,961.0,833.54,177.0,29.3,4.48,99140.0
20110625:1400,867.0,796.85,177.0,29.36,4.55,99090.0
20110625:1500,729.0,753.13,165.0,29.17,4.48,99070.0
20110625:1600,553.0,672.87,151.0,28.71,4.28,99060.0
20110625:1700,355.0,537.98,128.0,27.89,4.07,99050.0
20110625:1800,166.0,358.46,82.0,26.68,3.72,99060.0
20110625:1900,16.0,63.29,13.0,24.75,2.9,99040.0
20110625:2000,0.0,0.0,0.0,23.48,2.07,99050.0
20110625:2100,0.0,0.0,0.0,22.65,1.52,99100.0
20110625:2200,0.0,0.0,0.0,22.01,1.03,99110.0
20110625:2300,0.0,0.0,0.0,21.33,1.1,99100.0
20110626:0000,0.0,0.0,0.0,20.61,1.24,99070.0
20110626:0100,0.0,0.0,0.0,19.86,1.24,99020.0
20110626:0200,0.0,0.0,0.0,19.24,1.38,98950.0
20110626:0300,0.0,0.0,0.0,18.68,1.38,98900.0
20110626:0400,0.0,0.0,0.0,18.2,1.38,98890.0
20110626:0500,25.0,76.32,20.0,17.8,1.38,98910.0
20110626:0600,187.0,398.98,86.0,18.79,0.9,98950.0
20110626:0700,379.0,570.26,128.0,22.68,0.62,99000.0
20110626:0800,568.0,667.99,158.0,25.16,0.97,99050.0
20110626:0900,740.0,745.2,172.0,27.2,1.52,99010.0
20110626:1000,877.0,798.57,178.0,28.95,2.41,99000.0
20110626:1100,955.0,808.13,191.0,30.13,3.24,98970.0
20110626:1200,992.0,840.17,179.0,30.71,3.79,98960.0
20110626:1300,949.0,805.86,191.0,30.8,4.07,98930.0
20110626:1400,865.0,794.38,177.0,30.6,4.07,98900.0
20110626:1500,732.0,760.85,162.0,30.23,3.86,98870.0
20110626:1600,561.0,700.9,142.0,29.73,3.52,98860.0
20110626:1700,363.0,575.38,120.0,28.94,3.17,98830.0
20110626:1800,169.0,374.95,81.0,27.88,2.55,98820.0
20110626:1900,18.0,83.86,14.0,25.7,2.07,98810.0
20110626:2000,0.0,0.0,0.0,24.57,1.31,98840.0
20110626:2100,0.0,0.0,0.0,23.76,0.97,98870.0
20110626:2200,0.0,0.0,0.0,22.87,0.69,98870.0
20110626:2300,0.0,0.0,0.0,22.32,0.34,98900.0
20110627:0000,0.0,0.0,0.0,21.44,0.62,98860.0
20110627:0100,0.0,0.0,0.0,20.27,0.97,98790.0
20110627:0200,0.0,0.0,0.0,19.37,1.17,98750.0
20110627:0300,0.0,0.0,0.0,18.78,1.17,98680.0
20110627:0400,0.0,0.0,0.0,18.41,1.17,98680.0
20110627:0500,30.0,139.56,21.0,18.11,1.1,98690.0
20110627:0600,194.0,448.15,81.0,19.11,0.69,98710.0
20110627:0700,386.0,601.06,122.0,22.43,0.55,98780.0
20110627:0800,579.0,701.5,149.0,24.42,0.97,98800.0
20110627:0900,750.0,765.55,167.0,26.28,1.38,98820.0
20110627:1000,878.0,793.31,184.0,27.86,2.0,98790.0
20110627:1100,967.0,829.57,183.0,29.24,2.55,98750.0
20110627:1200,994.0,836.16,185.0,30.25,3.03,98720.0
20110627:1300,967.0,839.87,177.0,30.81,3.31,98670.0
20110627:1400,877.0,815.02,171.0,30.95,3.52,98640.0
20110627:1500,735.0,760.6,165.0,30.68,3.59,98600.0
20110627:1600,567.0,710.57,142.0,30.03,3.59,98570.0
20110627:1700,367.0,586.77,119.0,28.99,3.24,98530.0
20110627:1800,170.0,378.74,81.0,27.71,2.69,98540.0
20110627:1900,17.0,62.61,14.0,25.8,1.93,98550.0
20110627:2000,0.0,0.0,0.0,24.67,1.38,98570.0
20110627:2100,0.0,0.0,0.0,23.86,1.1,98620.0
20110627:2200,0.0,0.0,0.0,23.17,0.76,98640.0
20110627:2300,0.0,0.0,0.0,22.53,0.14,98620.0
20110628:0000,0.0,0.0,0.0,21.95,0.34,98590.0
20110628:0100,0.0,0.0,0.0,21.03,0.69,98530.0
20110628:0200,0.0,0.0,0.0,20.35,0.76,98500.0
20110628:0300,0.0,0.0,0.0,19.76,0.9,98460.0
20110628:0400,0.0,0.0,0.0,19.48,0.83,98450.0
20110628:0500,24.0,63.1,20.0,19.12,0.9,98470.0
20110628:0600,181.0,366.4,89.0,19.82,0.55,98480.0
20110628:0700,369.0,527.09,138.0,22.93,0.34,98560.0
20110628:0800,560.0,642.03,167.0,25.17,0.9,98550.0
20110628:0900,735.0,729.46,180.0,27.39,1.45,98570.0
20110628:1000,871.0,784.65,185.0,29.48,1.93,98530.0
20110628:1100,949.0,791.78,201.0,31.29,2.41,98510.0
20110628:1200,986.0,828.05,185.0,32.63,2.97,98450.0
20110628:1300,949.0,805.87,191.0,33.3,3.45,98400.0
20110628:1400,865.0,795.3,176.0,33.49,3.72,98340.0
20110628:1500,721.0,724.38,178.0,33.36,3.93,98310.0
20110628:1600,553.0,671.83,151.0,32.73,3.93,98250.0
20110628:1700,352.0,515.48,134.0,31.81,3.66,98220.0
20110628:1800,160.0,310.37,87.0,30.52,3.1,98200.0
20110628:1900,17.0,83.26,13.0,27.51,2.34,98180.0
20110628:2000,0.0,0.0,0.0,26.0,1.66,98210.0
20110628:2100,0.0,0.0,0.0,24.97,1.24,98280.0
20110628:2200,0.0,0.0,0.0,24.11,0.97,98300.0
20110628:2300,0.0,0.0,0.0,23.29,0.69,98330.0
20110629:0000,0.0,0.0,0.0,22.65,0.34,98300.0
20110629:0100,0.0,0.0,0.0,22.3,0.41,98270.0
20110629:0200,0.0,0.0,0.0,21.6,0.62,98250.0
20110629:0300,0.0,0.0,0.0,20.95,0.9,98230.0
20110629:0400,0.0,0.0,0.0,20.26,1.38,98250.0
20110629:0500,22.0,48.22,19.0,19.96,1.59,98310.0
20110629:0600,167.0,288.03,95.0,20.85,1.24,98380.0
20110629:0700,351.0,457.43,151.0,24.09,1.72,98410.0
20110629:0800,543.0,592.26,181.0,26.05,2.41,98460.0
20110629:0900,709.0,664.39,204.0,27.66,3.03,98490.0
20110629:1000,846.0,730.21,208.0,29.14,3.59,98520.0
20110629:1100,933.0,765.63,210.0,30.23,4.0,98530.0
20110629:1200,965.0,787.91,203.0,30.91,4.21,98520.0
20110629:1300,928.0,764.45,209.0,31.33,4.34,98470.0
20110629:1400,837.0,727.15,207.0,31.28,4.21,98450.0
20110629:1500,701.0,672.22,197.0,30.86,3.79,98430.0
20110629:1600,502.0,489.51,209.0,30.37,3.86,98410.0
20110629:1700,324.0,394.71,157.0,29.5,4.14,98380.0
20110629:1800,154.0,271.94,90.0,28.1,3.72,98410.0
20110629:1900,15.0,41.59,13.0,26.44,2.34,98430.0
20110629:2000,0.0,0.0,0.0,25.3,2.21,98470.0
20110629:2100,0.0,0.0,0.0,24.37,2.28,98560.0
20110629:2200,0.0,0.0,0.0,23.65,1.66,98650.0
20110629:2300,0.0,0.0,0.0,23.15,1.1,98670.0
20110630:0000,0.0,0.0,0.0,22.74,1.31,98630.0
20110630:0100,0.0,0.0,0.0,22.34,1.59,98590.0
20110630:0200,0.0,0.0,0.0,22.02,1.79,98590.0
